"group","count","prop","hh.type","typology","code","country","year","subregions","regions"
"old_female",3560,0.00873512452459821,"skipped","inter",372,"Ireland",2011,"NEU","EU"
"old_male",82280,0.231032739933734,"single","inter",372,"Ireland",2011,"NEU","EU"
"old_male",157200,0.44139944965463,"one gen","inter",372,"Ireland",2011,"NEU","EU"
"old_male",102970,0.289127871061942,"two gen","inter",372,"Ireland",2011,"NEU","EU"
"old_male",11190,0.0314202280002246,"three+ gen","inter",372,"Ireland",2011,"NEU","EU"
"old_male",2500,0.00701971134946931,"skipped","inter",372,"Ireland",2011,"NEU","EU"
"total",473920,0.0998703994436659,"single","inter",372,"Ireland",2011,"NEU","EU"
"total",957030,0.201677431590926,"one gen","inter",372,"Ireland",2011,"NEU","EU"
"total",3122460,0.658004151432455,"two gen","inter",372,"Ireland",2011,"NEU","EU"
"total",176190,0.0371289788951289,"three+ gen","inter",372,"Ireland",2011,"NEU","EU"
"total",15750,0.0033190386378244,"skipped","inter",372,"Ireland",2011,"NEU","EU"
"young_female",110770,0.0558223682552801,"single","inter",372,"Ireland",2011,"NEU","EU"
"young_female",321990,0.162266356906361,"one gen","inter",372,"Ireland",2011,"NEU","EU"
"young_female",1464410,0.737987129156945,"two gen","inter",372,"Ireland",2011,"NEU","EU"
"young_female",82390,0.0415203116417128,"three+ gen","inter",372,"Ireland",2011,"NEU","EU"
"young_female",4770,0.00240383403970106,"skipped","inter",372,"Ireland",2011,"NEU","EU"
"young_male",151470,0.0758362413822453,"single","inter",372,"Ireland",2011,"NEU","EU"
"young_male",333070,0.166757621424602,"one gen","inter",372,"Ireland",2011,"NEU","EU"
"young_male",1442690,0.722309282892662,"two gen","inter",372,"Ireland",2011,"NEU","EU"
"young_male",65180,0.0326335658103568,"three+ gen","inter",372,"Ireland",2011,"NEU","EU"
"young_male",4920,0.00246328849013433,"skipped","inter",372,"Ireland",2011,"NEU","EU"
"old_female",129400,0.31750705434916,"single","un",372,"Ireland",2011,"NEU","EU"
"old_female",215780,0.529456508403877,"nuclear","un",372,"Ireland",2011,"NEU","EU"
"old_female",10770,0.0264262053735738,"complex","un",372,"Ireland",2011,"NEU","EU"
"old_female",51600,0.12661023187339,"extended","un",372,"Ireland",2011,"NEU","EU"
"old_male",82280,0.231032739933734,"single","un",372,"Ireland",2011,"NEU","EU"
"old_male",226990,0.637361711686415,"nuclear","un",372,"Ireland",2011,"NEU","EU"
"old_male",9160,0.0257202223844556,"complex","un",372,"Ireland",2011,"NEU","EU"
"old_male",37710,0.105885325995395,"extended","un",372,"Ireland",2011,"NEU","EU"
"young_female",110770,0.0558223682552801,"single","un",372,"Ireland",2011,"NEU","EU"
"young_female",1509470,0.760695045682926,"nuclear","un",372,"Ireland",2011,"NEU","EU"
"young_female",173740,0.0875560012699501,"complex","un",372,"Ireland",2011,"NEU","EU"
"young_female",190350,0.0959265847918441,"extended","un",372,"Ireland",2011,"NEU","EU"
"young_male",151470,0.0758362413822453,"single","un",372,"Ireland",2011,"NEU","EU"
"young_male",1476060,0.739016587143837,"nuclear","un",372,"Ireland",2011,"NEU","EU"
"young_male",184730,0.0924884721102672,"complex","un",372,"Ireland",2011,"NEU","EU"
"young_male",185070,0.0926586993636505,"extended","un",372,"Ireland",2011,"NEU","EU"
"total",473920,0.0998703994436659,"single","un",372,"Ireland",2011,"NEU","EU"
"total",3428300,0.722454613463707,"nuclear","un",372,"Ireland",2011,"NEU","EU"
"total",378400,0.0797412203525557,"complex","un",372,"Ireland",2011,"NEU","EU"
"total",464730,0.0979337667400719,"extended","un",372,"Ireland",2011,"NEU","EU"
"old_female",145390,0.141376326101965,"single","inter",404,"Kenya",2009,"EAF","AF"
"old_female",90150,0.0876612958119002,"one gen","inter",404,"Kenya",2009,"EAF","AF"
"old_female",175550,0.170703721350849,"two gen","inter",404,"Kenya",2009,"EAF","AF"
"old_female",342880,0.333414366145139,"three+ gen","inter",404,"Kenya",2009,"EAF","AF"
"old_female",274420,0.266844290590146,"skipped","inter",404,"Kenya",2009,"EAF","AF"
"old_male",78040,0.0871770238720272,"single","inter",404,"Kenya",2009,"EAF","AF"
"old_male",117080,0.130787877433841,"one gen","inter",404,"Kenya",2009,"EAF","AF"
"old_male",290500,0.32451211474659,"two gen","inter",404,"Kenya",2009,"EAF","AF"
"old_male",272370,0.304259430958791,"three+ gen","inter",404,"Kenya",2009,"EAF","AF"
"old_male",137200,0.153263552988751,"skipped","inter",404,"Kenya",2009,"EAF","AF"
"total",1487150,0.0387083591992056,"single","inter",404,"Kenya",2009,"EAF","AF"
"total",2330950,0.060671250294448,"one gen","inter",404,"Kenya",2009,"EAF","AF"
"total",26094060,0.679190564129794,"two gen","inter",404,"Kenya",2009,"EAF","AF"
"total",6851490,0.178334354953949,"three+ gen","inter",404,"Kenya",2009,"EAF","AF"
"total",1655700,0.0430954714226035,"skipped","inter",404,"Kenya",2009,"EAF","AF"
"young_female",382180,0.02083316298524,"single","inter",404,"Kenya",2009,"EAF","AF"
"young_female",851590,0.0464213545099181,"one gen","inter",404,"Kenya",2009,"EAF","AF"
"young_female",13105110,0.714377760661201,"two gen","inter",404,"Kenya",2009,"EAF","AF"
"young_female",3350610,0.182646408053731,"three+ gen","inter",404,"Kenya",2009,"EAF","AF"
"young_female",655300,0.0357213137899098,"skipped","inter",404,"Kenya",2009,"EAF","AF"
"young_male",881540,0.0485670746152549,"single","inter",404,"Kenya",2009,"EAF","AF"
"young_male",1272130,0.0700860229034465,"one gen","inter",404,"Kenya",2009,"EAF","AF"
"young_male",12522900,0.689929689746779,"two gen","inter",404,"Kenya",2009,"EAF","AF"
"young_male",2885630,0.158979294781879,"three+ gen","inter",404,"Kenya",2009,"EAF","AF"
"young_male",588780,0.0324379179526395,"skipped","inter",404,"Kenya",2009,"EAF","AF"
"old_female",145390,0.141376326101965,"single","un",404,"Kenya",2009,"EAF","AF"
"old_female",162990,0.158490455955425,"nuclear","un",404,"Kenya",2009,"EAF","AF"
"old_female",84620,0.0822839584204436,"complex","un",404,"Kenya",2009,"EAF","AF"
"old_female",635390,0.617849259522166,"extended","un",404,"Kenya",2009,"EAF","AF"
"old_male",78040,0.0871770238720272,"single","un",404,"Kenya",2009,"EAF","AF"
"old_male",298530,0.333482277505334,"nuclear","un",404,"Kenya",2009,"EAF","AF"
"old_male",80480,0.0899027022196405,"complex","un",404,"Kenya",2009,"EAF","AF"
"old_male",438140,0.489437996402998,"extended","un",404,"Kenya",2009,"EAF","AF"
"young_female",382180,0.02083316298524,"single","un",404,"Kenya",2009,"EAF","AF"
"young_female",9765480,0.532329887668379,"nuclear","un",404,"Kenya",2009,"EAF","AF"
"young_female",1536810,0.0837736490851081,"complex","un",404,"Kenya",2009,"EAF","AF"
"young_female",6660320,0.363063300261273,"extended","un",404,"Kenya",2009,"EAF","AF"
"young_male",881540,0.0485670746152549,"single","un",404,"Kenya",2009,"EAF","AF"
"young_male",9468960,0.521677617406884,"nuclear","un",404,"Kenya",2009,"EAF","AF"
"young_male",1703110,0.0938301953944085,"complex","un",404,"Kenya",2009,"EAF","AF"
"young_male",6097370,0.335925112583453,"extended","un",404,"Kenya",2009,"EAF","AF"
"total",1487150,0.0387083591992056,"single","un",404,"Kenya",2009,"EAF","AF"
"total",19695960,0.512657293785553,"nuclear","un",404,"Kenya",2009,"EAF","AF"
"total",3405020,0.0886277357633588,"complex","un",404,"Kenya",2009,"EAF","AF"
"total",13831220,0.360006611251882,"extended","un",404,"Kenya",2009,"EAF","AF"
"old_female",27110,0.126842277640013,"single","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",24700,0.115566368783044,"one gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",36000,0.168436812801198,"two gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",111470,0.521545875637486,"three+ gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",14450,0.0676086651382586,"skipped","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",9190,0.0616571620261657,"single","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",26900,0.180476350218048,"one gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",31450,0.2110030191211,"two gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",73740,0.494733310969473,"three+ gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",7770,0.052130157665213,"skipped","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",123160,0.0217987702350147,"single","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",403350,0.0713911495152092,"one gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",3248160,0.57490982077432,"two gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",1793520,0.317445034036241,"three+ gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",81670,0.0144552254392144,"skipped","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",45190,0.016990254759828,"single","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",181810,0.068355791499985,"one gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",1579710,0.593929527476163,"two gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",822640,0.309291063855385,"three+ gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",30410,0.0114333624086384,"skipped","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",41670,0.015860268258149,"single","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",169940,0.0646818811564636,"one gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",1601000,0.609366198255256,"two gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",785670,0.299038564011997,"three+ gen","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",29040,0.0110530883181341,"skipped","inter",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",27110,0.126842277640013,"single","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",42220,0.19753895101296,"nuclear","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",1580,0.00739250456183035,"complex","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",142820,0.668226266785196,"extended","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",9190,0.0616571620261657,"single","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",45690,0.306541429050654,"nuclear","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",1050,0.00704461590070446,"complex","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_male",93120,0.624756793022476,"extended","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",45190,0.016990254759828,"single","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",1330390,0.500191746623756,"nuclear","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",61840,0.0232502180647878,"complex","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_female",1222340,0.459567780551629,"extended","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",41670,0.015860268258149,"single","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",1358880,0.517211455018802,"nuclear","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",63790,0.0242794939329811,"complex","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"young_male",1162980,0.442648782790067,"extended","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",123160,0.0217987702350147,"single","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",2777180,0.491548463147759,"nuclear","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",128260,0.0227014474694948,"complex","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"total",2621260,0.463951319147731,"extended","un",417,"KyrgyzRepublic",2009,"CAS","AS"
"old_female",828748,0.122913432842904,"single","inter",484,"Mexico",2015,"CAM","AM"
"old_female",1422734,0.211008798769127,"one gen","inter",484,"Mexico",2015,"CAM","AM"
"old_female",2046952,0.303587938896563,"two gen","inter",484,"Mexico",2015,"CAM","AM"
"old_female",2129068,0.315766742889246,"three+ gen","inter",484,"Mexico",2015,"CAM","AM"
"old_female",315032,0.0467230866021588,"skipped","inter",484,"Mexico",2015,"CAM","AM"
"old_male",565972,0.0973998461488157,"single","inter",484,"Mexico",2015,"CAM","AM"
"old_male",1630292,0.280561918217942,"one gen","inter",484,"Mexico",2015,"CAM","AM"
"old_male",1862680,0.320554277286643,"two gen","inter",484,"Mexico",2015,"CAM","AM"
"old_male",1550160,0.266771758154199,"three+ gen","inter",484,"Mexico",2015,"CAM","AM"
"old_male",201706,0.0347122001924,"skipped","inter",484,"Mexico",2015,"CAM","AM"
"total",3222336,0.0269511934169265,"single","inter",484,"Mexico",2015,"CAM","AM"
"total",9126328,0.076331404023141,"one gen","inter",484,"Mexico",2015,"CAM","AM"
"total",75069326,0.627869944259168,"two gen","inter",484,"Mexico",2015,"CAM","AM"
"total",30472708,0.254869711676723,"three+ gen","inter",484,"Mexico",2015,"CAM","AM"
"total",1671206,0.0139777466240417,"skipped","inter",484,"Mexico",2015,"CAM","AM"
"young_female",625890,0.011429079592878,"single","inter",484,"Mexico",2015,"CAM","AM"
"young_female",3083892,0.0563134849955097,"one gen","inter",484,"Mexico",2015,"CAM","AM"
"young_female",35895094,0.65546323846017,"two gen","inter",484,"Mexico",2015,"CAM","AM"
"young_female",14557278,0.265823529562146,"three+ gen","inter",484,"Mexico",2015,"CAM","AM"
"young_female",600786,0.0109706673892965,"skipped","inter",484,"Mexico",2015,"CAM","AM"
"young_male",1201726,0.0230014688312628,"single","inter",484,"Mexico",2015,"CAM","AM"
"young_male",2989410,0.0572183850052885,"one gen","inter",484,"Mexico",2015,"CAM","AM"
"young_male",35264600,0.674977155979774,"two gen","inter",484,"Mexico",2015,"CAM","AM"
"young_male",12236202,0.234205317115579,"three+ gen","inter",484,"Mexico",2015,"CAM","AM"
"young_male",553682,0.0105976730680964,"skipped","inter",484,"Mexico",2015,"CAM","AM"
"old_female",828748,0.122913432842904,"single","un",484,"Mexico",2015,"CAM","AM"
"old_female",2617300,0.388177501218385,"nuclear","un",484,"Mexico",2015,"CAM","AM"
"old_female",111066,0.0164724419632144,"complex","un",484,"Mexico",2015,"CAM","AM"
"old_female",3185420,0.472436623975496,"extended","un",484,"Mexico",2015,"CAM","AM"
"old_male",565972,0.0973998461488157,"single","un",484,"Mexico",2015,"CAM","AM"
"old_male",2904342,0.499817065090753,"nuclear","un",484,"Mexico",2015,"CAM","AM"
"old_male",84822,0.0145972764554339,"complex","un",484,"Mexico",2015,"CAM","AM"
"old_male",2255674,0.388185812304997,"extended","un",484,"Mexico",2015,"CAM","AM"
"young_female",625890,0.011429079592878,"single","un",484,"Mexico",2015,"CAM","AM"
"young_female",33057036,0.603638811210647,"nuclear","un",484,"Mexico",2015,"CAM","AM"
"young_female",942556,0.0172115668004676,"complex","un",484,"Mexico",2015,"CAM","AM"
"young_female",20137458,0.367720542396007,"extended","un",484,"Mexico",2015,"CAM","AM"
"young_male",1201726,0.0230014688312628,"single","un",484,"Mexico",2015,"CAM","AM"
"young_male",32426632,0.620657425445425,"nuclear","un",484,"Mexico",2015,"CAM","AM"
"young_male",936466,0.0179242968118667,"complex","un",484,"Mexico",2015,"CAM","AM"
"young_male",17680796,0.338416808911446,"extended","un",484,"Mexico",2015,"CAM","AM"
"total",3222336,0.0269511934169265,"single","un",484,"Mexico",2015,"CAM","AM"
"total",71005310,0.593879050303515,"nuclear","un",484,"Mexico",2015,"CAM","AM"
"total",2074910,0.0173542736489041,"complex","un",484,"Mexico",2015,"CAM","AM"
"total",43259348,0.361815482630655,"extended","un",484,"Mexico",2015,"CAM","AM"
"old_female",7870,0.108506824762167,"single","inter",496,"Mongolia",2000,"EAS","AS"
"old_female",7460,0.102853991451813,"one gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_female",19330,0.26651040948573,"two gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_female",29510,0.406866124362333,"three+ gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_female",8360,0.115262649937957,"skipped","inter",496,"Mongolia",2000,"EAS","AS"
"old_male",4000,0.0707463742483198,"single","inter",496,"Mongolia",2000,"EAS","AS"
"old_male",9140,0.161655465157411,"one gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_male",19530,0.345419172267421,"two gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_male",19830,0.350725150336045,"three+ gen","inter",496,"Mongolia",2000,"EAS","AS"
"old_male",4040,0.071453837990803,"skipped","inter",496,"Mongolia",2000,"EAS","AS"
"total",45060,0.018488050056416,"single","inter",496,"Mongolia",2000,"EAS","AS"
"total",145790,0.0598174171709919,"one gen","inter",496,"Mongolia",2000,"EAS","AS"
"total",1737140,0.712745922658734,"two gen","inter",496,"Mongolia",2000,"EAS","AS"
"total",470520,0.193053646527849,"three+ gen","inter",496,"Mongolia",2000,"EAS","AS"
"total",38740,0.0158949635860088,"skipped","inter",496,"Mongolia",2000,"EAS","AS"
"young_female",6090,0.00528072837632777,"single","inter",496,"Mongolia",2000,"EAS","AS"
"young_female",61480,0.0533102102753089,"one gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_female",844530,0.732304357251246,"two gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_female",227970,0.197676132668545,"three+ gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_female",13180,0.0114285714285714,"skipped","inter",496,"Mongolia",2000,"EAS","AS"
"young_male",27100,0.0234646255617224,"single","inter",496,"Mongolia",2000,"EAS","AS"
"young_male",67710,0.0586269297706355,"one gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_male",853750,0.73922229052843,"two gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_male",193210,0.167291524161637,"three+ gen","inter",496,"Mongolia",2000,"EAS","AS"
"young_male",13160,0.0113946299775744,"skipped","inter",496,"Mongolia",2000,"EAS","AS"
"old_female",7870,0.108506824762167,"single","un",496,"Mongolia",2000,"EAS","AS"
"old_female",16100,0.221977112918792,"nuclear","un",496,"Mongolia",2000,"EAS","AS"
"old_female",3080,0.0424651868192472,"complex","un",496,"Mongolia",2000,"EAS","AS"
"old_female",45480,0.627050875499793,"extended","un",496,"Mongolia",2000,"EAS","AS"
"old_male",4000,0.0707463742483198,"single","un",496,"Mongolia",2000,"EAS","AS"
"old_male",22920,0.405376724442872,"nuclear","un",496,"Mongolia",2000,"EAS","AS"
"old_male",2630,0.0465157410682702,"complex","un",496,"Mongolia",2000,"EAS","AS"
"old_male",26990,0.477361160240538,"extended","un",496,"Mongolia",2000,"EAS","AS"
"young_female",6090,0.00528072837632777,"single","un",496,"Mongolia",2000,"EAS","AS"
"young_female",653690,0.566824192499458,"nuclear","un",496,"Mongolia",2000,"EAS","AS"
"young_female",66680,0.0578192065900715,"complex","un",496,"Mongolia",2000,"EAS","AS"
"young_female",426790,0.370075872534143,"extended","un",496,"Mongolia",2000,"EAS","AS"
"young_male",27100,0.0234646255617224,"single","un",496,"Mongolia",2000,"EAS","AS"
"young_male",658510,0.570173084083018,"nuclear","un",496,"Mongolia",2000,"EAS","AS"
"young_male",72650,0.0629042452789347,"complex","un",496,"Mongolia",2000,"EAS","AS"
"young_male",396670,0.343458045076325,"extended","un",496,"Mongolia",2000,"EAS","AS"
"total",45060,0.018488050056416,"single","un",496,"Mongolia",2000,"EAS","AS"
"total",1351220,0.554403528567033,"nuclear","un",496,"Mongolia",2000,"EAS","AS"
"total",145040,0.0595096933018771,"complex","un",496,"Mongolia",2000,"EAS","AS"
"total",895930,0.367598728074674,"extended","un",496,"Mongolia",2000,"EAS","AS"
"old_female",8870,0.0533533834586466,"single","inter",558,"Nicaragua",2005,"CAM","AM"
"old_female",18830,0.113263157894737,"one gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_female",35000,0.210526315789474,"two gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_female",83900,0.504661654135338,"three+ gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_female",19650,0.118195488721805,"skipped","inter",558,"Nicaragua",2005,"CAM","AM"
"old_male",9930,0.0677723177723178,"single","inter",558,"Nicaragua",2005,"CAM","AM"
"old_male",19470,0.132882882882883,"one gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_male",42400,0.289380289380289,"two gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_male",64110,0.437551187551188,"three+ gen","inter",558,"Nicaragua",2005,"CAM","AM"
"old_male",10610,0.0724133224133224,"skipped","inter",558,"Nicaragua",2005,"CAM","AM"
"total",58810,0.0114086733852585,"single","inter",558,"Nicaragua",2005,"CAM","AM"
"total",236230,0.0458267456861014,"one gen","inter",558,"Nicaragua",2005,"CAM","AM"
"total",3077610,0.597031921394415,"two gen","inter",558,"Nicaragua",2005,"CAM","AM"
"total",1666280,0.32324509927544,"three+ gen","inter",558,"Nicaragua",2005,"CAM","AM"
"total",115920,0.0224875602587854,"skipped","inter",558,"Nicaragua",2005,"CAM","AM"
"young_female",12320,0.00503488044202327,"single","inter",558,"Nicaragua",2005,"CAM","AM"
"young_female",99530,0.0406754586359234,"one gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_female",1496360,0.611525462518339,"two gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_female",795950,0.325285153232826,"three+ gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_female",42770,0.0174790451708876,"skipped","inter",558,"Nicaragua",2005,"CAM","AM"
"young_male",27690,0.0115608625764566,"single","inter",558,"Nicaragua",2005,"CAM","AM"
"young_male",98400,0.0410830219401708,"one gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_male",1503850,0.627872993340709,"two gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_male",722320,0.30157610170553,"three+ gen","inter",558,"Nicaragua",2005,"CAM","AM"
"young_male",42890,0.0179070204371334,"skipped","inter",558,"Nicaragua",2005,"CAM","AM"
"old_female",8870,0.0533533834586466,"single","un",558,"Nicaragua",2005,"CAM","AM"
"old_female",29330,0.176421052631579,"nuclear","un",558,"Nicaragua",2005,"CAM","AM"
"old_female",16030,0.0964210526315789,"complex","un",558,"Nicaragua",2005,"CAM","AM"
"old_female",112020,0.673804511278196,"extended","un",558,"Nicaragua",2005,"CAM","AM"
"old_male",9930,0.0677723177723178,"single","un",558,"Nicaragua",2005,"CAM","AM"
"old_male",39710,0.271021021021021,"nuclear","un",558,"Nicaragua",2005,"CAM","AM"
"old_male",14530,0.0991673491673492,"complex","un",558,"Nicaragua",2005,"CAM","AM"
"old_male",82350,0.562039312039312,"extended","un",558,"Nicaragua",2005,"CAM","AM"
"young_female",12320,0.00503488044202327,"single","un",558,"Nicaragua",2005,"CAM","AM"
"young_female",1185100,0.484321169792352,"nuclear","un",558,"Nicaragua",2005,"CAM","AM"
"young_female",204620,0.0836231522765261,"complex","un",558,"Nicaragua",2005,"CAM","AM"
"young_female",1044890,0.427020797489099,"extended","un",558,"Nicaragua",2005,"CAM","AM"
"young_male",27690,0.0115608625764566,"single","un",558,"Nicaragua",2005,"CAM","AM"
"young_male",1195620,0.499183767196209,"nuclear","un",558,"Nicaragua",2005,"CAM","AM"
"young_male",194270,0.0811097426048473,"complex","un",558,"Nicaragua",2005,"CAM","AM"
"young_male",977570,0.408145627622487,"extended","un",558,"Nicaragua",2005,"CAM","AM"
"total",58810,0.0114086733852585,"single","un",558,"Nicaragua",2005,"CAM","AM"
"total",2449760,0.47523400292928,"nuclear","un",558,"Nicaragua",2005,"CAM","AM"
"total",429450,0.0833098926253916,"complex","un",558,"Nicaragua",2005,"CAM","AM"
"total",2216830,0.43004743106007,"extended","un",558,"Nicaragua",2005,"CAM","AM"
"old_female",9519,0.112307982727294,"single","inter",275,"Palestine",2007,"WAS","AS"
"old_female",26069,0.307569786922768,"one gen","inter",275,"Palestine",2007,"WAS","AS"
"old_female",30009,0.35405507444725,"two gen","inter",275,"Palestine",2007,"WAS","AS"
"old_female",17959,0.211885603718823,"three+ gen","inter",275,"Palestine",2007,"WAS","AS"
"old_female",1202,0.0141815521838646,"skipped","inter",275,"Palestine",2007,"WAS","AS"
"old_male",2042,0.0275187321438197,"single","inter",275,"Palestine",2007,"WAS","AS"
"old_male",27903,0.376030941728209,"one gen","inter",275,"Palestine",2007,"WAS","AS"
"old_male",34358,0.463020861409088,"two gen","inter",275,"Palestine",2007,"WAS","AS"
"old_male",9531,0.128443210608593,"three+ gen","inter",275,"Palestine",2007,"WAS","AS"
"old_male",370,0.00498625411029055,"skipped","inter",275,"Palestine",2007,"WAS","AS"
"total",17426,0.00796372133281966,"single","inter",275,"Palestine",2007,"WAS","AS"
"total",111870,0.0511248425055971,"one gen","inter",275,"Palestine",2007,"WAS","AS"
"total",1821377,0.832373400092223,"two gen","inter",275,"Palestine",2007,"WAS","AS"
"total",229376,0.104825349732402,"three+ gen","inter",275,"Palestine",2007,"WAS","AS"
"total",8124,0.00371268633695782,"skipped","inter",275,"Palestine",2007,"WAS","AS"
"young_female",2927,0.00294822129689505,"single","inter",275,"Palestine",2007,"WAS","AS"
"young_female",31187,0.0314131115771322,"one gen","inter",275,"Palestine",2007,"WAS","AS"
"young_female",855951,0.862156804680087,"two gen","inter",275,"Palestine",2007,"WAS","AS"
"young_female",99761,0.100484285889835,"three+ gen","inter",275,"Palestine",2007,"WAS","AS"
"young_female",2976,0.00299757655605045,"skipped","inter",275,"Palestine",2007,"WAS","AS"
"young_male",2938,0.00283478819655175,"single","inter",275,"Palestine",2007,"WAS","AS"
"young_male",26711,0.0257726438114683,"one gen","inter",275,"Palestine",2007,"WAS","AS"
"young_male",901059,0.869404839209231,"two gen","inter",275,"Palestine",2007,"WAS","AS"
"young_male",102125,0.0985373534965443,"three+ gen","inter",275,"Palestine",2007,"WAS","AS"
"young_male",3576,0.00345037528620458,"skipped","inter",275,"Palestine",2007,"WAS","AS"
"old_female",9519,0.112307982727294,"single","un",275,"Palestine",2007,"WAS","AS"
"old_female",32235,0.380318082068949,"nuclear","un",275,"Palestine",2007,"WAS","AS"
"old_female",348,0.00410580712145166,"complex","un",275,"Palestine",2007,"WAS","AS"
"old_female",42656,0.503268128082305,"extended","un",275,"Palestine",2007,"WAS","AS"
"old_male",2042,0.0275187321438197,"single","un",275,"Palestine",2007,"WAS","AS"
"old_male",42133,0.567799579537491,"nuclear","un",275,"Palestine",2007,"WAS","AS"
"old_male",166,0.00223707616840063,"complex","un",275,"Palestine",2007,"WAS","AS"
"old_male",29863,0.402444612150288,"extended","un",275,"Palestine",2007,"WAS","AS"
"young_female",2927,0.00294822129689505,"single","un",275,"Palestine",2007,"WAS","AS"
"young_female",833956,0.840002336820433,"nuclear","un",275,"Palestine",2007,"WAS","AS"
"young_female",1836,0.00184931134304725,"complex","un",275,"Palestine",2007,"WAS","AS"
"young_female",154083,0.155200130539624,"extended","un",275,"Palestine",2007,"WAS","AS"
"young_male",2938,0.00283478819655175,"single","un",275,"Palestine",2007,"WAS","AS"
"young_male",876428,0.845639125094437,"nuclear","un",275,"Palestine",2007,"WAS","AS"
"young_male",1540,0.0014858998715758,"complex","un",275,"Palestine",2007,"WAS","AS"
"young_male",155503,0.150040186837436,"extended","un",275,"Palestine",2007,"WAS","AS"
"total",17426,0.00796372133281966,"single","un",275,"Palestine",2007,"WAS","AS"
"total",1784752,0.815635692424685,"nuclear","un",275,"Palestine",2007,"WAS","AS"
"total",3890,0.00177773878025184,"complex","un",275,"Palestine",2007,"WAS","AS"
"total",382105,0.174622847462244,"extended","un",275,"Palestine",2007,"WAS","AS"
"old_female",21070,0.112709960415106,"single","inter",591,"Panama",2010,"CAM","AM"
